МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Crvena Yvezda Peh~evo,267 DEM,100,100,100,100,3,11100,111,2
Tret pazar - Prioritetni akcii,,,,,,,,,
  Balkanska banka Skopje,1000.00 DEN,2010,2010,2010,2010,1,52260,26,1
  Komercijalna banka Skopje,1000.00 DEN,860,650,859,650,24,1167603,1513,12
  Tutunska banka Skopje,1000.00 DEN,1401,1401,1401,1401,3,149907,107,2
Vkupno Neoficijalen pazar,,,,,,417,302111030,206509,
Dr`aven pazar,,,,,,,,,
Dr`ava - gotovina,,,,,,,,,
  Atom Skopje,200.00 DEM,312,312,312,312,1,11856,38,1
  Balkan Kavadarci,10.00 DEM,32,32,32,32,1,84256,2633,1
  Balkan Ekspres [tip,70.00 DEM,971,971,971,971,1,32657643,33633,1
  Beton [tip,25 EUR,470,470,470,470,1,1953320,4156,1
  11 Oktomvri - Eurolaminat Prilep,10 DEM,156,156,156,156,1,4405440,28240,1
  Idnina Kratovo,20.00 DEM,63,63,63,63,1,2701692,42884,1
  Metalski zavod Tito Zaed. raboti Skopje,100 DEM,800,800,800,800,1,1867200,2334,1
  Mladina Skopje,37.17 DEM,579,579,579,579,1,15208014,26266,1
  Okiteks Skopje,100 DEM,936,936,936,936,1,8437104,9014,1
  Slavej s.Slavej,10 DEM,63,63,63,63,1,120393,1911,1
  IGM Sloga Resen,5 DEM,40,40,40,40,1,5359080,133977,1
  Agrohemizacija Skopje,10.00 DEM,63,63,63,63,1,2738484,43468,1
  Crvena Yvezda Peh~evo,100 DEM,1665,1665,1665,1665,1,2512485,1509,1
Vkupno Dr`aven pazar,,,,,,13,78056967,330063,
Vkupno site pazari,,,,,,1168,428201084,,
