МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Tehnometal Vardar Skopje,100.00 DEM,1500,1500,1500,1500,3,52500,35,1
  Teteks-Kreditna banka Skopje,1.000 DEN,,,,1556.21,1,10877908,6990,1
  Tutunski kombinat Prilep,100.00 DEM,306,306,306,306,1,24786,81,1
  Tekstil Skopje,190.00 DEM,1600,1600,1600,1600,1,41600,26,1
  Tutunska banka Skopje,1000.00 DEN,1450,1450,1450,1450,1,493000,340,1
  Trgotekstil Angro 6 Skopje,50 DEM,160,160,160,160,1,32480,203,1
  Turtel [tip,10.00 DEM,160,160,160,160,4,508640,3179,2
  Fer{ped Skopje,1199.00 DEM,19130,19130,19130,19130,1,19130,1,1
Tret pazar - Prioritetni akcii,,,,,,,,,
  Komercijalna banka Skopje,1000.00 DEN,790,650,660,665,13,781456,1140,8
  Teteks-Kreditna banka Skopje,1.000 DEN,,,,1556.21,1,10877908,6990,1
Vkupno Neoficijalen pazar,,,,,,364,267519829,441726,
Dr`aven pazar,,,,,,,,,
Dr`ava - gotovina,,,,,,,,,
  Kosta Abra{ Ohrid,100 DEM,935,935,935,935,1,2459050,2630,1
  @ivin. farma Belimbegovo Skopje,10 DEM,32,32,32,32,1,4017408,125544,1
  Vardar Gradsko,10 DEM,31,31,31,31,1,184202,5942,1
  ZIK Gradi{te Kumanovo,100 DEM,3116,3116,3116,3116,1,6045040,1940,1
  @ito Bitola Bitola,300 DEM,935,935,935,935,1,8024170,8582,1
  @ito Jug Kavadarci,100.00 DEM,312,312,312,312,1,14040,45,1
  ZUAS Skopje,10 DEM,312,312,312,312,1,314184,1007,1
  ZUM Skopje,10 DEM,31,31,31,31,1,33015,1065,1
  Makedonija - prof.o. i v. na in. Skopje,10 DEM,31,31,31,31,1,53940,1740,1
  Lotarija na Makedonija Skopje,100 DEM,312,312,312,312,1,1146912,3676,1
  Makedonija soob. Skopje,100 DEM,3117,3117,3117,3117,1,2462430,790,1
  Napredok Peh~evo,100 DEM,1800,1800,1800,1800,1,3661200,2034,1
  Stobi Veles,100 DEM,811,811,811,811,1,901021,1111,1
  Teal Alumina Tetovo,100 DEM,312,312,312,312,1,2640144,8462,1
  Tehnometal Vardar Skopje,100 DEM,2182,2182,,2182,2,54224858,29231,2
  Tikve{ Ekspres - Kavadarci,10.00 DEM,156,156,156,156,1,690612,4427,1
  Transkop TLS Bitola,100.00 DEM,312,312,312,312,1,1748136,5603,1
  Treska 30 Avgust Vinica,100 DEM,3026,3026,3026,3026,1,16688390,5515,1
  Trgojug Skopje,50 DEM,1558,1558,1558,1558,1,4259572,2734,1
Vkupno Dr`aven pazar,,,,,,20,109568324,212078,
Vkupno site pazari,,,,,,908,418733092,,
