date,max,min,open,close
2015-12-01,18799,16500,17250,18500
2016-01-01,18300,17500,18000,18000
2016-02-01,25717,23400,23400,25717
2016-03-01,17899,17000,17200,17100
2016-04-01,17960,16997,17002,17598
2016-05-01,17800,17300,17500,17400
2016-06-01,23000,17499,17599,19150
2016-07-01,24200,19520,19520,23500
2016-08-01,25717,23400,23400,25717
2016-09-01,26300,23502,25900,24700
2016-10-01,25999,24000,24001,25999
2016-11-01,30849,25000,26000,28200
2016-12-01,28799,25300,27997,26675
2017-01-01,28700,26190,26800,26626
2017-02-01,28216,26500,27200,26500
2017-03-01,28500,26700,27000,27000
2017-04-01,28000,26501,27002,27000
2017-05-01,27500,26500,27500,27500
2017-06-01,28500,27498,27498,28000
2017-07-01,31930,27160,28000,30000
2017-08-01,31201,29900,29900,30999
2017-09-01,31140,29400,31000,29400
2017-10-01,30000,27999,30000,28300
2017-11-01,28600,26150,28500,27950
2017-12-01,27500,27000,27112,27500
2018-01-01,30000,27500,27500,29800
2018-02-01,29800,29001,29799,29002
2018-03-01,30000,28500,29001,29000
2018-04-01,29000,28001,28999,29000
2018-05-01,31500,29000,29000,31500
2018-06-01,47982,32000,32000,42000
2018-07-01,45667,41100,43337,44999
2018-08-01,47042,44000,44500,47000
2018-09-01,48506,46000,46000,48506
2018-10-01,52399,43700,47555,47999
2018-11-01,51000,47000,48000,47500
2018-12-01,48000,46000,48000,47500
2019-01-01,50501,47900,47900,50400
2019-02-01,51700,50000,50000,50500
2019-03-01,52900,50600,51000,51500
2019-04-01,53000,50501,51500,52500
2019-05-01,65200,52005,52550,63000
2019-06-01,65000,61300,63001,62000
2019-07-01,63000,61400,61500,62000
2019-08-01,64000,61501,62400,63500
2019-09-01,73500,63000,63000,73000
2019-10-01,80400,68000,73000,72000
2019-11-01,78000,70200,71001,78000
2019-12-01,77999,75000,76490,77850
2020-01-01,82000,76501,77000,79000
2020-02-01,78999,71571,78999,73500
2020-03-01,78000,43258,74792,49557
2020-04-01,72501,46300,47431,70005
2020-05-01,72700,66500,72700,68000
2020-06-01,68000,63001,68000,65000
2020-07-01,66999,64001,64001,66000
2020-08-01,66000,61500,65999,62500
2020-09-01,70000,62500,62500,70000
2020-10-01,74499,66000,70000,69000
2020-11-01,70000,66000,69000,69500
2020-12-01,74000,67000,68500,73000
2021-01-01,74999,72000,73999,73500
2021-02-01,74500,71000,73500,71000
2021-03-01,73000,71000,71000,72001
2021-04-01,73500,72000,72500,73500
2021-05-01,76800,72000,73495,74103
2021-06-01,76999,72500,74110,76000
2021-07-01,75500,74000,75500,75000
2021-08-01,83000,74000,74000,79997
2021-09-01,78000,74000,78000,75500
2021-10-01,80001,73100,75010,79053
2021-11-01,78800,75000,78000,75000
2021-12-01,78280,74000,75100,78280
2022-01-01,80600,75000,77900,77000
2022-02-01,78001,68000,77000,69990
2022-03-01,74000,69101,69101,73500
2022-04-01,80000,72500,72500,80000
2022-05-01,80000,75000,80000,75000
2022-06-01,75000,70000,75000,71000
2022-07-01,72000,68502,70990,72000
2022-08-01,72500,71000,72000,72000
2022-09-01,72500,71000,72000,72000
