date,max,min,open,close
2021-03,73000,71000,71000,72001
2021-04,73500,72000,72500,73500
2021-05,76800,72000,73495,74103
2021-06,76999,72500,74110,76000
2021-07,75500,74000,75500,75000
2021-08,83000,74000,74000,79997
2021-09,78000,74000,78000,75500
2021-10,80001,73100,75010,79053
2021-11,78800,75000,78000,75000
2021-12,78280,74000,75100,78280
2022-01,80600,75000,77900,77000
2022-02,78001,68000,77000,69990
2022-03,74000,69101,69101,73500
2022-04,80000,72500,72500,80000
2022-05,80000,75000,80000,75000
2022-06,75000,70000,75000,71000
